code,title,credits,description
CSA 2339,Mobile Program Android/MACi05,3,"This class will address 
programming principles to be applied in Android and MAC iOS operating systems. 
Prerequisite: CS 1320CS 1320None"
CSA 2372,Fundamental Security Design and Information Assurance,3,"This 
course provides students with the fundamentals of information assurance and common 
security architectures with a discussion of policy, legal, ethics, and compliance. It 
addresses risks, security models, access controls, and legal relationships to systems 
such as DMZs, proxy servers, cascading, dependencies and secure network design. It 
also addresses HIPAA, FERPPA, the Computer Security Act, Sarbanes-Oxley, privacy, 
payment cards, etc. as well as State, U.S and International standards.NoneNone"
CSA 2374,Cyber Threats & Defenses,3,"This course provides students with a 
basic awareness of the threats that may be present in the cyber realm and the defenses 
used to mitigate and defend against them. It addresses adversaries, types of attacks, 
network security, and vulnerabilities.NoneNone"
CSA 3101,Departmental Seminar,1,"A forum for the presentation and discussion of 
results from various disciplines relating to Computer Science and Mathematics. 
Presentations will be made by visitors, faculty, and students. Students enrolled for credit 
in the departmental seminar will be expected to make at least one oral presentation 
during the semester. The course may be repeated during different semesters. (This 
course is a cross-listing of MATH 3101). Offered fall and spring. Prerequisite: Upper 
division standing.Upper None"
CSA 3103,Individual Studies,1,"In this course, students complete individual work 
towards the fulfillment of their degree. Prerequisite: Consent of instructor.Consent of instructor.None"
CSA 3121,Branding and Identity Design Development,1,"This course will address 
the developing process of branding and identity considering current market trends and 
its impact in society.NoneNone"
CSA 3123,Animation Programming,1,"A laboratory course in which students apply 
techniques learned in CSAT 3330 using software available in the Technology Learning 
Center. Concurrent enrollment: CSAT 3330NoneNone"
CSA 3126,User Interface Design,1,"User Interface Design is a course that explores 
how humans and machines interact with one another using the language of graphic 
design. Historic and current examples will be shown in class and discussed, and 
students will apply this knowledge to their own UI projects by working with prototyping 
software such as Adobe XD and Adobe Photoshop.NoneNone"
CSA 3301,Special Topics,3,"Discussion of selected topics in computer science 
suitably for upper division students. The course may be repeated with different topics. 
Offered when needed. Prerequisite: Permission of the instructor.Permission of the instructor.None"
CSA 3302,Computer Aided Instruction,2,"This course will cover the fundamental 
concepts of parallel programming, including GPUs to maximize performance of modern 
computer systems. It will include parallel programming models, GPU programming with 
CUDA, and cluster computer with MPI and other parallel environments. Prerequisite: 
Permission of the instructor.NoneNone"
CSA 3310,Computer Communications,3,"Course covers network systems, 
topology, media, the theoretical network, real-world networks, and configuration of 
networks. Offered fall even years. Prerequisite:  CS 1320 CS 1320None"
CSA 3316,Operating Systems,3,"This course examines the important problems in 
operating system design and implementation. Operating systems provide an 
established, convenient, and efficient interface between user programs and the bare 
hardware of the computer on which they run. The operating system is responsible for 
sharing resources (e.g. disks, networks, and processors), providing common services 
needed by many different programs (e.g. file services, the ability to start or stop 
processes, and access to the printer), and protecting individual programs from 
interfering with one another. Prerequisites: CS 2315NoneNone"
CSA 3318,Object-Oriented Programming,3,"In this course, students are 
introduced to concepts and techniques of more advanced object-oriented programming 
and provides additional exposure to using basic objects, classes, methods, inheritance, 
and polymorphism. Students will be introduced to property types, and method 
overloading, Students are also taught to appropriately use static classes, methods, and 
types when instance objects can be avoided. A brief comparison of objected-oriented 
languages such as C++, Smalltalk and CLOS is included. Prerequisite: CS 2315.CS 2315.None"
CSA 3319,Advanced Database Systems,3,"Study of the concepts of database 
management systems. Topics include file structures, access methods, database 
modeling and design, structured query language (SQL), and high-level language 
interfaces to database systems. Offered spring even years. Prerequisite: CS 2315CS 2315None"
CSA 3321,Acting for Animation,2,"An Advanced study of animation techniques 
and approaches focused on motivation, expression, and empathy. Prerequisite: THEA 
1351THEA None"
CSA 3323,Individual Studies,3,"In this course, students complete individual work 
towards the fulfillment of their degree. Prerequisite: Consent of instructor.Consent of instructor.None"
CSA 3325,Art History for the Designer,3,"This course is a survey of the visual arts 
of the world tailored specifically to the needs of designers. It will cover all regions and 
periods of the visual arts and focus on how students can utilize historical styles for their 
own design work. Emphasis will be placed on how to replicate authentic and historical 
styles for a variety of design purposes, including gaming, print, costume, theatre, and 
communication design applications. Prerequisite: CSAT 2310 or FA 2302CSAT 2310 or FA 2302None"
CSA 3326,History of Communication Design,3,"This course introduces the history 
of visual communication, including text and image.  Lectures, slides, and discussions 
focus on the work of important practitioners in the field and on the historical and cultural 
significance of design, technology, and innovationNoneNone"
CSA 3327,Advanced Webpage Design,3,"An advanced course in webpage and 
information technology design. This course will cover advanced XHTML, CSS, and 
interactive webpage design applications. The course will focus on art direction, layout, 
design, aesthetics and art production for webpages and related applications. 
Prerequisite: CSAT 2308CSAT 2308None"
CSA 3328,Advanced Publication Design,3,"This course covers advanced 
methods for layout, photo, and art direction for pre- press, print, and electronic 
publishing. The course focuses on managing art direction and production for print and 
electronic publishing.NoneNone"
CSA 3329,Gaming & Screenwriting,2,"A class exploring how to simulate 
movement and life using 2-dimensional and 3- dimensional means. Students will study 
selected examples from history of animation and create their own short pieces in a 
variety of software. Prerequisites: CSAT 2315 or permission of instructor.NoneNone"
CSA 3330,Branding and Identity Design,3,"This course explores methods for 
designing effective logos, creating marketing materials, and establishing advertising 
programs using computer technology.NoneNone"
CSA 3331,Introduction to Maya,2,"This course introduces students to the 
techniques and concepts used to create 3-dimensional graphics using Autodesk’s 
Maya. Students will learn how to build light and animate 3-dimensional objects for use 
in gaming and animation.NoneNone"
CSA 3332,User Interface Design,1,"Design related to interactive displays, 
interfaces, and environments for controlling a variety of computer applications including 
games and communication, and other programs including human-computer interface 
applications.NoneNone"
CSA 3333,Advanced Animation,2,"Further study of frame-by frame animation 
continues to develop their animation skilled through examples and projects.NoneNone"
CSA 3334,Advanced Audio Production,2,"Students record, edit, and mix audio for 
video game production. Includes techniques for voice talent. Prerequisite:  CSAT 2307 CSAT 2307None"
CSA 3335,Adv Two-Dimensional Imaging,3,"A course in advanced digital imaging, 
including creation of original digital matte paintings, illustration and photo manipulation 
for print, gaming and art applications. Students will work in a variety of industry standard 
programs including Photoshop and Illustrator. Prerequisite:  CSAT 2310 CSAT 2310None"
CSA 3336,User Interface Programming,3,"Programming related to interactive 
displays, interfaces, and environments for controlling a variety of computer applications 
including games and communication, and other programs including human- computer 
interface applications. Prerequisite:  CS 2315 CS 2315None"
CSA 3337,Game Producing,2,"An overview of managing the game production 
process, including business practices, team management, marketing, scheduling, 
budgeting, and contracts.NoneNone"
CSA 3338,Motion Capture,2,"Covers the basics of directing and capturing 3D data 
for use in character design and movement in videogames.NoneNone"
CSA 3350,Secure Programing Practices,3,"This course provides students with an 
understanding of the characteristics of secure programs and the ability to implement 
programs that are free from vulnerabilities. It addresses robust programming, defensive 
programming, and programming flaws. Prerequisite CS 1320 (may be concurrent).NoneNone"
CSA 3355,Advanced Administration and Virtualization Security,3,"This course 
provides students with an understanding of the roles of Windows Server functions, the 
  
  
services provided by the server system, from basic to advanced operations involved in 
system security administration by utilizing virtualization technologies. It includes secure 
configuration of a system server, password policies, updates, patches, backups, port 
configuration and security scans. Prerequisite: CSST 2372CSST 2372None"
CSA 3360,Cyber Security Planning and Management,3,"This course provides 
students with the ability to develop plans and processes for a holistic approach to cyber 
security for an organization. It addresses CBK, operational and tactical strategic plans 
and management, and making cyber security a strategy. Prerequisite: CSST 2372CSST 2372None"
CS 4306,Individual Studies,3,"Investigation of special topics in Computer Science, 
conducted on an individual basis. The course may be repeated for different topics. 
Offered when needed. Prerequisite: Permission of the instructor.Permission of the instructor.None"
CSA 4310,Senior Capstone I,3,"The Senior Capstone is the culminating course in 
the CSAT concentrations sequence. Each capstone is implemented by students with 
the help and encouragement of an academic advisor. Capstone experiences allow each 
student to demonstrate the capacity to bring information, skills, and ideas acquired from 
the major to bear on one significant project. It is aimed at providing students with the 
opportunity to integrate the knowledge and skills they have acquired as Computer 
Science majors as well as provide experiences for students to exhibit competent 
Computer Science skills within their concentration learned during their program of study 
in order to prepare for a career in Computer Science Applied Technology.NoneNone"
CSA 4311,Senior Capstone II,3,"Continuation of Senior Capstone I Students 
complete a collaborative programming project and present a working product and 
business plan. Prerequisites: CS 4310NoneNone"
CSA 4312,Software Engineering,2,"This course emphasizes the software life cycle 
and the tools and models that have been developed to build large systems. Planning, 
estimating, and managing project development are discussed. Both the structured and 
the object-oriented paradigms will be covered. Offered fall even years. Prerequisite: CS 
2315 or permission of the instructor.CS None"
CSA 4314,Computer Architecture,2,"Topics include combinational logic circuits 
and design sequential circuits, registers and counters, memory and programmable logic 
devices, register transfers and data paths, and sequencing and control. Offered spring 
odd years. Prerequisites: CS 2315NoneNone"
CSA 4321,Voice-Over Techniques,2,"An advanced approach to vocal production 
and voice-over performance utilizing audio recording equipment. Prerequisite: THEA 
1351THEA None"
CSA 4322,Advanced Maya,3,"This course is the further study of Maya to create 3-
dimensional graphics. Students will refine the creation, lightning, texturing, and 
animation of their 3-d objects. Prerequisite: CSAT 3330CSAT 3330None"
CSA 4372,Intrusion Detection/ Prevention Systems,3,"This course provides 
students with knowledge and skills related to detecting and analyzing vulnerabilities and 
threats and taking steps to mitigate associated risks. It addresses deep packet 
  
  
inspection, log file analysis, cross log comparison and analysis, host or network-based 
intrusion detection, honeynets and honeypots. Prerequisite: CS3310CS3310None"
CSA 4374,Network Defense,3,"This course provides students with knowledge of 
the methods of analyzing and mitigating threats coming from inside or outside the 
network. It addresses network protocols, security devices, security services, 
configuration, and packet capture and analysis. Prerequisite: CSST 3310CSST 3310None"
CSA 5301,Special Topics in Computer Science,3,"Selected topics in Computer 
Science. The course may be repeated for different topics. Offered when needed. 
Prerequisite: Permission of instructor.Permission of instructor.None"
CSA 5302,Topics in Software Engineering,3,"This course compasses different 
methods and techniques in software engineering, developing the software life cycle and 
implementation of business-related software needs. The course may be repeated for 
different topics. Offered when needed. Prerequisite: Permission of instructor.Permission of instructor.None"
CSA 5303,Independent Studies,3,"Independent study of selected topics in 
Computer Science. The course may be repeated for different topics. Offered when 
needed. Prerequisite: Permission of instructor.Permission of instructor.None"
CSR 3101,Departmental Seminar,1,"A forum for the presentation and discussion of 
results from various disciplines relating to Computer Science and Mathematics. 
Presentations will be made by visitors, faculty, and students. Students enrolled for credit 
in the departmental seminar will be expected to make at least one oral presentation 
during the semester. The course may be repeated during different semesters. (This 
course is a cross-listing of MATH 3101). Offered fall and spring. Prerequisite: Upper 
division standing.Upper None"
CSR 3103,Individual Studies,1,"In this course, students complete individual work 
towards the fulfillment of their degree. Prerequisite: Consent of instructor.Consent of instructor.None"
CSR 3121,Branding and Identity Design Development,1,"This course will address 
the developing process of branding and identity considering current market trends and 
its impact in society.NoneNone"
CSR 3123,Animation Programming,1,"A laboratory course in which students apply 
techniques learned in CSAT 3330 using software available in the Technology Learning 
Center. Concurrent enrollment: CSAT 3330NoneNone"
CSR 3126,User Interface Design,1,"User Interface Design is a course that explores 
how humans and machines interact with one another using the language of graphic 
design. Historic and current examples will be shown in class and discussed, and 
students will apply this knowledge to their own UI projects by working with prototyping 
software such as Adobe XD and Adobe Photoshop.NoneNone"
CSR 3301,Special Topics,3,"Discussion of selected topics in computer science 
suitably for upper division students. The course may be repeated with different topics. 
Offered when needed. Prerequisite: Permission of the instructor.Permission of the instructor.None"
CSR 3302,Computer Aided Instruction,2,"This course will cover the fundamental 
concepts of parallel programming, including GPUs to maximize performance of modern 
computer systems. It will include parallel programming models, GPU programming with 
  
  
CUDA, and cluster computer with MPI and other parallel environments. Prerequisite: 
Permission of the instructor.NoneNone"
CSR 3310,Computer Communications,3,"Course covers network systems, 
topology, media, the theoretical network, real-world networks, and configuration of 
networks. Offered fall even years. Prerequisite:  CS 1320 CS 1320None"
CSR 3316,Operating Systems,3,"This course examines the important problems in 
operating system design and implementation. Operating systems provide an 
established, convenient, and efficient interface between user programs and the bare 
hardware of the computer on which they run. The operating system is responsible for 
sharing resources (e.g. disks, networks, and processors), providing common services 
needed by many different programs (e.g. file services, the ability to start or stop 
processes, and access to the printer), and protecting individual programs from 
interfering with one another. Prerequisites: CS 2315NoneNone"
CSR 3318,Object-Oriented Programming,3,"In this course, students are 
introduced to concepts and techniques of more advanced object-oriented programming 
and provides additional exposure to using basic objects, classes, methods, inheritance, 
and polymorphism. Students will be introduced to property types, and method 
overloading, Students are also taught to appropriately use static classes, methods, and 
types when instance objects can be avoided. A brief comparison of objected-oriented 
languages such as C++, Smalltalk and CLOS is included. Prerequisite: CS 2315.CS 2315.None"
CSR 3319,Advanced Database Systems,3,"Study of the concepts of database 
management systems. Topics include file structures, access methods, database 
modeling and design, structured query language (SQL), and high-level language 
interfaces to database systems. Offered spring even years. Prerequisite: CS 2315CS 2315None"
CSR 3321,Acting for Animation,2,"An Advanced study of animation techniques 
and approaches focused on motivation, expression, and empathy. Prerequisite: THEA 
1351THEA None"
CSR 3323,Individual Studies,3,"In this course, students complete individual work 
towards the fulfillment of their degree. Prerequisite: Consent of instructor.Consent of instructor.None"
CSR 3325,Art History for the Designer,3,"This course is a survey of the visual arts 
of the world tailored specifically to the needs of designers. It will cover all regions and 
periods of the visual arts and focus on how students can utilize historical styles for their 
own design work. Emphasis will be placed on how to replicate authentic and historical 
styles for a variety of design purposes, including gaming, print, costume, theatre, and 
communication design applications. Prerequisite: CSAT 2310 or FA 2302CSAT 2310 or FA 2302None"
CSR 3326,History of Communication Design,3,"This course introduces the history 
of visual communication, including text and image.  Lectures, slides, and discussions 
focus on the work of important practitioners in the field and on the historical and cultural 
significance of design, technology, and innovationNoneNone"
CSR 3327,Advanced Webpage Design,3,"An advanced course in webpage and 
information technology design. This course will cover advanced XHTML, CSS, and 
interactive webpage design applications. The course will focus on art direction, layout, 
  
  
design, aesthetics and art production for webpages and related applications. 
Prerequisite: CSAT 2308CSAT 2308None"
CSR 3328,Advanced Publication Design,3,"This course covers advanced 
methods for layout, photo, and art direction for pre- press, print, and electronic 
publishing. The course focuses on managing art direction and production for print and 
electronic publishing.NoneNone"
CSR 3329,Gaming & Screenwriting,2,"A class exploring how to simulate 
movement and life using 2-dimensional and 3- dimensional means. Students will study 
selected examples from history of animation and create their own short pieces in a 
variety of software. Prerequisites: CSAT 2315 or permission of instructor.NoneNone"
CSR 3330,Branding and Identity Design,3,"This course explores methods for 
designing effective logos, creating marketing materials, and establishing advertising 
programs using computer technology.NoneNone"
CSR 3331,Introduction to Maya,2,"This course introduces students to the 
techniques and concepts used to create 3-dimensional graphics using Autodesk’s 
Maya. Students will learn how to build light and animate 3-dimensional objects for use 
in gaming and animation.NoneNone"
CSR 3332,User Interface Design,1,"Design related to interactive displays, 
interfaces, and environments for controlling a variety of computer applications including 
games and communication, and other programs including human-computer interface 
applications.NoneNone"
CSR 3333,Advanced Animation,2,"Further study of frame-by frame animation 
continues to develop their animation skilled through examples and projects.NoneNone"
CSR 3334,Advanced Audio Production,2,"Students record, edit, and mix audio for 
video game production. Includes techniques for voice talent. Prerequisite:  CSAT 2307 CSAT 2307None"
CSR 3335,Adv Two-Dimensional Imaging,3,"A course in advanced digital imaging, 
including creation of original digital matte paintings, illustration and photo manipulation 
for print, gaming and art applications. Students will work in a variety of industry standard 
programs including Photoshop and Illustrator. Prerequisite:  CSAT 2310 CSAT 2310None"
CSR 3336,User Interface Programming,3,"Programming related to interactive 
displays, interfaces, and environments for controlling a variety of computer applications 
including games and communication, and other programs including human- computer 
interface applications. Prerequisite:  CS 2315 CS 2315None"
CSR 3337,Game Producing,2,"An overview of managing the game production 
process, including business practices, team management, marketing, scheduling, 
budgeting, and contracts.NoneNone"
CSR 3338,Motion Capture,2,"Covers the basics of directing and capturing 3D data 
for use in character design and movement in videogames.NoneNone"
CSR 3350,Secure Programing Practices,3,"This course provides students with an 
understanding of the characteristics of secure programs and the ability to implement 
programs that are free from vulnerabilities. It addresses robust programming, defensive 
programming, and programming flaws. Prerequisite CS 1320 (may be concurrent).NoneNone"
CSR 3355,Advanced Administration and Virtualization Security,3,"This course 
provides students with an understanding of the roles of Windows Server functions, the 
services provided by the server system, from basic to advanced operations involved in 
system security administration by utilizing virtualization technologies. It includes secure 
configuration of a system server, password policies, updates, patches, backups, port 
configuration and security scans. Prerequisite: CSST 2372CSST 2372None"
CSR 3360,Cyber Security Planning and Management,3,"This course provides 
students with the ability to develop plans and processes for a holistic approach to cyber 
security for an organization. It addresses CBK, operational and tactical strategic plans 
and management, and making cyber security a strategy. Prerequisite: CSST 2372CSST 2372None"
CSR 4306,Individual Studies,3,"Investigation of special topics in Computer Science, 
conducted on an individual basis. The course may be repeated for different topics. 
Offered when needed. Prerequisite: Permission of the instructor.Permission of the instructor.None"
CSR 4310,Senior Capstone I,3,"The Senior Capstone is the culminating course in 
the CSAT concentrations sequence. Each capstone is implemented by students with 
the help and encouragement of an academic advisor. Capstone experiences allow each 
student to demonstrate the capacity to bring information, skills, and ideas acquired from 
the major to bear on one significant project. It is aimed at providing students with the 
opportunity to integrate the knowledge and skills they have acquired as Computer 
Science majors as well as provide experiences for students to exhibit competent 
Computer Science skills within their concentration learned during their program of study 
in order to prepare for a career in Computer Science Applied Technology.NoneNone"
CSR 4311,Senior Capstone II,3,"Continuation of Senior Capstone I Students 
complete a collaborative programming project and present a working product and 
business plan. Prerequisites: CS 4310NoneNone"
CSR 4312,Software Engineering,2,"This course emphasizes the software life cycle 
and the tools and models that have been developed to build large systems. Planning, 
estimating, and managing project development are discussed. Both the structured and 
the object-oriented paradigms will be covered. Offered fall even years. Prerequisite: CS 
2315 or permission of the instructor.CS None"
CSR 4314,Computer Architecture,2,"Topics include combinational logic circuits 
and design sequential circuits, registers and counters, memory and programmable logic 
devices, register transfers and data paths, and sequencing and control. Offered spring 
odd years. Prerequisites: CS 2315NoneNone"
CSR 4321,Voice-Over Techniques,2,"An advanced approach to vocal production 
and voice-over performance utilizing audio recording equipment. Prerequisite: THEA 
1351THEA None"
CSR 4322,Advanced Maya,3,"This course is the further study of Maya to create 3-
dimensional graphics. Students will refine the creation, lightning, texturing, and 
animation of their 3-d objects. Prerequisite: CSAT 3330CSAT 3330None"
CSR 4372,Intrusion Detection/ Prevention Systems,3,"This course provides 
students with knowledge and skills related to detecting and analyzing vulnerabilities and 
threats and taking steps to mitigate associated risks. It addresses deep packet 
inspection, log file analysis, cross log comparison and analysis, host or network-based 
intrusion detection, honeynets and honeypots. Prerequisite: CS3310CS3310None"
CSR 4374,Network Defense,3,"This course provides students with knowledge of 
the methods of analyzing and mitigating threats coming from inside or outside the 
network. It addresses network protocols, security devices, security services, 
configuration, and packet capture and analysis. Prerequisite: CSST 3310  
COMPUTER INFORMATION SYSTEMS (CIS) COURSESCSST 3310  None"
CIS 3323,Human and Computer Interaction,3,"A course designed to introduce the 
student to the dynamic process of human- computer interactions. Key elements will 
focus on user interface, ease of use, speed, comfort level, and software design 
strategies.NoneNone"
CIS 3370,Systems Analysis and Design,3,"Focuses on the overview of a systems 
development life cycles. Emphasis is on current system analysis, data flows, data 
structures, file design, input and output designs and program specifications. Discussion  
CRIMINAL JUSTICE (CJ/CRIM) COURSESNoneNone"
CJ 1301,Introduction to Criminal Justice,3,"History and philosophy 
of criminal justice and ethical considerations; crime defined; its nature and impact; 
overview of criminal justice system; police prosecution and defense; trial process; 
corrections. (Required for CJ)NoneNone"
CJ 1302,Introduction to Homeland Security,3,"This course will introduce students 
to the organization, structure and function of Homeland Security at the federal, state, 
and local levels as well as in the civilian world. Constitutional issues and special 
criminal processing will also be discussed. (Required for HS)NoneNone"
CJ 1306,Court Systems and Practices,3,"The student will be introduced to topics 
related to the functioning of the courts and judiciary system including pre-trial services, 
right to counsel, grand juries, adjudication processes, rules of evidence, and post-trial 
appeals. Prerequisite: CJ 1310CJ 1310None"
CJ 1307,Crime in America,3,"American crime problems in historical 
perspective; social and public policy factors affecting crime; impact of crime and trends; 
social characteristics of specific crimes; prevention of crimes.NoneNone"
CJ 1310,Fundamentals of Criminal Law,3,"The student will be introduced to 
concepts of criminal law including the nature of law, historical development, major 
definitions, classification and elements of crime and criminal responsibility. Prerequisite:NoneNone"
CJ 1301,CJ 1313 (CRIJ 1313) Juvenile Justice System,3,"Study of the juvenile justice 
system and juvenile crime and delinquency. Theories of delinquency. Equivalent 
courses: SOC 1313 (through Summer 2020)NoneNone"
CJ 2302,Basic Skills for Criminal Justice,3,"Thinking skills such as critical 
thinking, legal reasoning, and social-scientific thinking. Basics of criminal justice library 
  
  
research including Internet and data sources. Criminal justice communication skills 
including report and paper writing and testifying. Ethics and Professionalism.NoneNone"
CJ 2313,Correctional Systems and Practices,3,"Corrections in the 
criminal justice system; correctional role; institutional operations; alternatives to 
institutionalization; treatment and rehabilitation; current and future issues.NoneNone"
CJ 2321,Special Topics in Criminal Justice,3,"Study of selected issues in criminal 
justice. May be repeated when topic varies.NoneNone"
CJ 2323,Aspects of Law Enforcement,3,"Police authority; 
responsibilities; constitutional restraints; laws of arrest, search and seizure; police 
liability. (Required for CJ)NoneNone"
CJ 2328,Police Systems and Practices,3,"The police profession; 
organization of law enforcement systems; the police role; police discretion; ethics; 
police community interaction; current and future issuesNoneNone"
CJ 2350,Current Issues in Criminal Justice,3,"Students will explore the crucial 
incidents and issues within the criminal justice system that drive changes to the system. 
Within an ever-changing society, members of the public and members of the criminal 
justice system are sometimes in conflict requiring adaptation and evolution of the 
system. Students will examine the dynamics of police operations involving the use of 
deadly force, high speed pursuits, civil disobedience and unrest, natural disasters, and 
homeland security. Course may be repeated as topic changes. (Required for HS)NoneNone"
CJ 2351,Hate Crimes,3,"This course will cover issues and current research on the 
causes, controls, and controversies surrounding hate crimes. Students will explore 
issues that foster hate crimes while learning how these criminal acts impact them.NoneNone"
CJ 2353,Crimes Against Children,3,"This course is designed to give the student a 
basic knowledge of the issue surrounding child abuse and neglect.NoneNone"
CJ 2360,Introduction to Cybercrime,3,"Students will explore the history and 
current state of computer-related crime. Beginning with an exploration of the 
development of ARPANET and progressing to the interweb and social media, ethical 
and criminal violations at home and in the workplace. Students will discuss current 
federal and state laws regarding cybercrime and identify crimes. An introduction to 
investigative methods and security protocols are also studied.NoneNone"
CJ 2362,Cybercrime Investigation,3,"Students will analyze criminal acts that can 
be committed using a computer or the Internet, including narcotics and human 
trafficking, arms and weapons smuggling, and pornography distribution. The students 
will explore how those acts can be successfully investigated and prosecuted. Legal 
aspects of search and seizure, and proper procedures for handling digital evidence vis-
à-vis the rules of evidence. An overview of the dark web will be included. Prerequisite:NoneNone"
CJ 3101,Independent Study,1,"Independent research of a selected topic in the 
Criminal Justice or Homeland Security field. Prerequisite: Permission of instructor. 
Equivalent courses: CRIM 3101Permission of instructor. None"
CJ 3201,Independent Study,2,"Independent research of a selected topic in the 
Criminal Justice or Homeland Security field. Prerequisite: Permission of instructor.Permission of instructor.CRIM 3201"
CJ 3300,History of Criminal Justice,3,"A survey of criminal justice history; a study 
relating to the developments in American law, police practice and penology in Western 
civilization. Major American and European theories of criminal justice are studied.NoneCRIM 3300"
CJ 3302,Victimology,3,"Provides an in-depth study of factors that affect victims of 
crime. Specific crimes are studied and remedies explored; victim precipitation, self-help 
and prevention of victimization, victimization surveys and other data sources; history of 
victims' rights and the victims' rights movement and victim services. Equivalent courses:NoneNone"
CRIM 3302,CJ 3303 Crime and Justice in the Movies,3,"Examination of the interrelationships 
between cinema, reality, and public opinion. Examination of stereotypes and 
assumptions shown in cinema as compared to fact. Study of professional, ethical, and 
historical issues in criminal justice as reflected in movies May be repeated when topic 
varies. Equivalent courses: CRIM 3303NoneNone"
CJ 3305,Substantive Law,3,"A study of the philosophical foundations of American 
law; a survey of applied criminal law with an emphasis on the most common criminal 
offenses; an examination of the Texas Penal Code. Equivalent courses: CRIM 3305NoneNone"
CJ 3306,Community Corrections,3,"This course will focus on community 
corrections in the criminal justice system as an alternative to institutionalization. 
Students will examine the treatment and rehabilitation concepts; probation and parole 
techniques; statutory and case law; case management; agency organization and 
administration. Equivalent courses: CRIM 3306NoneNone"
CJ 3307,Organized Crime,3,"Analysis of crime problems of an organized nature; 
economic impact upon society; laws regulating organized crime; investigation 
techniques. Equivalent courses: CRIM 3307NoneNone"
CJ 3308,Law of Evidence,3,"An examination of the rules of evidence and the 
procedures for obtaining it with special emphasis on application in criminal court.NoneCRIM 3308"
CJ 3312,Criminal Investigation,3,"Investigative theory; collection and preservation 
of evidence; sources of information; interview and interrogation; uses of forensic 
sciences; case and trial preparation, photography. Equivalent courses: CRIM 3312NoneNone"
CJ 3316,Domestic Violence,3,"This course is designed to give the student a basic 
knowledge of the issues surrounding victims and perpetrators of domestic violence. 
Topics covered will include victim and perpetrator characteristics, explanations for the 
violence, and explanations for the victim's behavior. Criminal justice responses to 
domestic violence situations both currently and historically will also be covered.NoneSOC 3316 (through Summer 2020), CRIM 3316"
CJ 3317,White Collar Crime,3,"This course is deigned to familiarize the student 
with the special crimes that qualify as white-collar crime. By the end of the course the 
student will be able to distinguish white collar offenses from other types of crimes. 
  
  
Additionally, students will be familiar with the criminal justice system’s contemporary 
responses to white collar crimes. Equivalent courses: CRIM 3317NoneNone"
CJ 3320,Emergency Management,3,"This course covers risk management and 
disaster management theory, risk assessment, protection of critical infrastructure, 
Incident Command Systems, FEMA strategies, and other efforts to prevent and mitigate 
terrorist attacks, natural disasters, and other large-scale events. The role of all levels of 
government, military, and citizenry will be examined. Equivalent courses: CRIM 3320NoneNone"
CJ 3321,Human Trafficking,3,"This course is designed to give the student a basic 
knowledge of the issues surrounding human trafficking, including organization, finance, 
legislation, and regional perspectives. Equivalent courses: CRIM 3321NoneNone"
CJ 3322,Cybercrime in the 21st Century,3,"Students will examine the 
developments and changes on the criminal justice system as a result of technology 
advancements and the introduction of computer-related crime. Discussions will include 
how criminals profit from technology, cybercrimes against persons, property, and 
institutions, and how criminal justices (law enforcement, prosecutors, courts, and 
corrections) have evolved to address cybercrime. Prerequisite: CJ 1301 or CJ 1302.CJ 1301 or CJ 1302.CJ 3322"
CJ 3340,Criminal Justice Ethics,3,"An Analysis of ethical dilemmas in the criminal 
justice system. An exploration into situational ethics relating to practices in Criminal 
Justice system. This course will address many ethical scenarios encountered by law 
enforcement, prosecutors, court officers, and corrections staff in the performance of 
their duties. Students will develop an understanding of the moral and ethical issues as 
well as how these dilemmas are resolved. Equivalent courses: CRIM 3340NoneNone"
CJ 3341,Research Methods for Criminal Justice,3,"This course provides as 
introduction to criminal justice research methods. Students will learn how to evaluate 
current and conduct contemporary research in the field of criminal justice. The course 
introduces students to terminology and tools of the scientific method. Several data 
collection techniques available to criminal justice researchers are explored and 
evaluated Students will learn how to evaluate academic research products in terns if 
their contribution to the fields of criminal justice, as well as to how to develop their own 
research problems. (Required for CJ and HS) Equivalent courses: CRIM 3341NoneNone"
CJ 3362,Advanced Cybercrime Investigations,3,"This course examines advanced 
investigation techniques in cybercrime cases, including internet frauds and schemes, 
issues in ecommerce, and threats to the national infrastructure. Cyber security policies, 
legal issues, and advanced investigative strategies, as well as the implications of 
investigations on a national and global scale will also be evaluated. Prerequisites: CJ 
1301 or CJ 1302 and CJ 2362. Equivalent courses: CRIM 3362NoneNone"
CJ 3363,Police Academy I,3,"First of 4-part credit for Police Academy.  
Prerequisite: concurrent enrollment in the SRSU Police Academy and enrollment in 
3364, 3365, 3366concurrent enrollment in the SRSU Police Academy and enrollment in None"
CJ 3364,Police Academy II,3,"Second of 4-part credit for Police Academy.  
Prerequisite: concurrent enrollment in the SRSU Police Academy and enrollment in 
3363, 3365, 3366concurrent enrollment in the SRSU Police Academy and enrollment in None"
CJ 3365,Police Academy III,3,"Third of 4-part credit for Police Academy.  
Prerequisite: concurrent enrollment in the SRSU Police Academy and enrollment in 
3363, 3364, 3366concurrent enrollment in the SRSU Police Academy and enrollment in None"
CJ 3366,Police Academy IV,3,"Fourth of 4-part credit for Police Academy.  
Prerequisite: concurrent enrollment in the SRSU Police Academy and enrollment in 
3363, 3364, 3365concurrent enrollment in the SRSU Police Academy and enrollment in None"
