code,title,credits,description
LDR 4913,Leadership Protégé,3,"Leadership Protégé is designed to permit students nearing 
the completion of the Church Leadership program to gain 
practical experience leading ministry efforts in the local 
church or parachurch agency. The student will be expected 
to lead a group of volunteers in the accomplishment of 
significant tasks in keeping with the vision and mission of 
the organization. The student will be directly responsible to 
a member of the executive leadership of the organization. 
Only students who have been highly successful in previous 
internship courses will be permitted to participate in this 
course. (Prerequisites: LDR 1113, LDR 2133, LDR 3133)

CHURCH PLANTING AND 
REVITALIZATION"
CPR 3133,Church Health and Revitalization,3,"This course addresses the needs of existing churches in 
21st century American settings. The student will be taught 
evaluation skills designed to assess the health of existing 
churches. Special emphasis will be given to congregations 
that are either plateaued or declining. Strategies will be 
presented designed to lead such churches to renewed 
health and subsequent growth. Attention will be given to 
the needs of congregations that are currently growing but 
will face potential plateauing and decline if they do not 
take necessary steps that will enhance the likelihood of 
continued growth. A student internship is included in this 
course."
CPR 3313,Understanding and Reaching the Community,3,"This course will familiarize the student with community 
analysis and assessment techniques. The student will be 
taught to develop churches and ministries based on a 
composite profile of the ministry focus group to be reached. 
The course will explore a variety of models and methods 
for developing ministries that impact people, communities, 
and cities with the gospel to win converts, make disciples, 
and build up the church. Emphasis will be placed on the 
discovery of evangelism forms that would effectively reach 
the people in the neighborhood and community context in 
which a church is located.
*CPR 4113 Mentoring and Mobilizing Ministry Leaders  
3 Hours 
(*This course is offered in non-traditional format only.) 
This course introduces the student to principles of 
leadership made applicable to the church planting and 
revitalization context. The student will be taught how to 
transmit this information to potential local church leaders 
through the process of mentoring. The topic of mentoring 
is well-developed and clarifying instruction is given 
regarding a final essential component--the importance of 
worker mobilization in the church planting and revitalization 
context. A student internship is included in this course.
*CPR 4613 Church Planting 
                                   
3 Hours 
(*This course is offered in non-traditional format only.)  
Students will be exposed to various stages of the church 
planting process. Foundational concepts will include the 
development of a philosophy of ministry, launching of 
public worship services, assimilation of people, and the 
importance of becoming a reproducing congregation. 
Advanced concepts will include the process for obtaining 
church incorporation, the financing of property, and the 
importance of adequate facilities. A student internship is 
included in this course.
COMMUNICATION ARTS"
COM 1143,Fundamentals of Speech Communication,3,"An introductory speech course designed to develop 
individual speaking skills. Study in preparing, organizing, 
and delivering the basic types of speeches is included."
COM 2123,"Computer Applications and Graphics in Mass 
Media",3,"A study in using hardware and software technology for print 
publications and computer-mediated communication in news 
media, public relations and advertising. Experience with 
desktop publishing, databases, scanning, and web applications. 
Also attention will be given to graphic design and animation for 
web communication and other types of computer media."
COM 2133,Print and Broadcast Journalism,3,"Students will explore methods of news, features and sports 
journalism with opportunities for practical application to real 
media outlets such as the University’s website, SAGU.TV, 
and area publications. Writing and editing for both the eye 
and ear will be studied and put into practical application. 
Special emphasis will be given to mastering the inverted 
pyramid formula, quote attributions, correct AP style, 
grammar and punctuation, and distinctive creativity. This 
course requires a technology fee. (Prerequisite: MED 2153 
to be taken concurrently)"
COM 2143,Scriptwriting for Theatre and Film,3,"The exploration of the basic principles required to develop 
and write scripts for theatre and film production. Topics of 
study and application include: story treatments, research, 
source interviews, early script drafts, and final script 
submissions. (Same as WRT 2143)"
COM 2153,Podcasting,3,"This course will explore the various production components 
of producing a podcast for public consumption. Non-technical 
elements include: research on successful podcasts, audience 
targeting, content topics, show formatting/scheduling/
professional-style interviewing/conversations/monologues, 
voice diction, script development for open/close/trailer, 
creating an account on a podcast provider/server/directory, 
and promotion of a podcast brand on using online platforms/
social media. Students will learn key technical skills such as 
creating digital graphic artwork, setting up recording sessions 
with audio equipment, editing audio for quality control, and 
music/effects/multi-channel mixing in post-production. (Course 
fee assessed)"
COM 2173,News and Sports Journalism,3,"Students will explore methods of news, features, and sports 
journalism with opportunities to have their work published 
online via approved social media formats. Special emphasis 
will be given to mastering the inverted pyramid structure, 
writing exceptional hook leads/nut graphs, presenting 
applicable quote attributions, and using correct  
grammar/punctuation."
COM 2213,Mass Communication in Society,3,"Principles of mass communication including historical, 
economic, social, ethical and legal factors influencing 
the operation and content of the mass media. Impact of 
new technology in changing the media. A survey of mass 
communication areas (newspapers, magazines, advertising, 
public relations, television, wire services, Internet and 
networks), and careers they offer."
COM 2223,Fundamentals of Visual Communication,3,"This course is designed to provide students a 
foundational knowledge of graphic creation and its design 
concepts. Learning topics include: color theory/models, 
image-compositing, raster vs. vector graphics, photo 
manipulations, illustrations, 3D imaging, and font/typesets. 
Students will apply skills learned for project output to 
print, web, apps, and animated video. Course software: 
Photoshop, illustrator, and In-Design (Adobe Creative  
Cloud applications)."
COM 2233,Screenwriting,3,"The exploration of the basic principles required to develop 
and write scripts for film production. Topics of study and 
application include: story ideas (loglines), character bios, 
story treatments (beat sheets and step outlines), early script 
drafts, and final script submissions. This class also includes 
script workshops where pages are read and helpful notes 
(critiques/suggestions) are provided to the screenwriter. 
(Same as WRT 2233)"
COM 2313,Scriptwriting for Theatre,3,"The exploration of the basic principles required to 
develop and write scripts for the stage. Topics of study 
and application include: plot structure, research, early 
drafts,workshopping drafts, and final script submission. 
(Same as WRT 2313)"
COM 2383,Management Communications,3,"Study and practice in writing a variety of business 
correspondence, foundations and practice of the elements 
of visual and verbal business communication. (Same as"
COM 3113,The Church and Media,3,"The exploration of the challenges facing the twenty-first 
century Church in regard to reaching a media saturated 
generation and utilizing media to accomplish the goals of 
the Church. The course will give the student an overview of 
the various kinds of media useful to the Church including 
video, print, computers and multimedia, audio, lighting, 
drama, television, and radio broadcasting. (Replaced by"
COM 3513,Rhetorical Studies in Film I,3,"An examination of films using a rhetorical analysis 
framework, with an overview of objective, mimetic, 
pragmatic, and expressive theories applied to the film, 
the writer, and the culture. Various genres of film will be 
examined, such as comedy, drama, mystery, science fiction, 
musical, and animation. (Same as ENG 3513)"
COM 3523,Rhetorical Studies in Film II,3,"This course focuses on the viability of film as an effective 
tool to communicate biblical and Christian values, those of 
the Church, for all of culture. Films pertaining to evangelism 
and discipleship, marriage and family, eschatology, 
missiology, and other doctrinal truths of the Bible will be 
analyzed rhetorically for their thematic, artistic, social, and 
cinematic effectiveness. (Same as ENG 3523)"
COM 4113,Communication Theory,3,"Survey of classical and contemporary theories of 
communication. This course will consider the theory and 
practice of interpersonal communication, influence, group and 
organizational communication, public rhetoric, and cultural 
communication. The course will include discussion and 
application of the impact of these theories in everyday life."
COM 4123,Communication History,3,"A historical and interdisciplinary analysis of the 
development of communication art concepts and practices 
from the classical rhetorical tradition to the present."
COM 4133,Mass Communication Research Methods,3,"An examination of quantitative and qualitative methods 
used to study audiences, contents and effects of mass 
media, especially focusing on advertising and public 
relations communication and utilizing social science 
research skills and statistical analysis. Approaches include 
content analysis, survey research, focus groups and other 
experimental studies."
COM 4153,Communication Ethics,3,"Examines ethical issues raised by contemporary mass 
media practices, especially those related to news, 
advertising, and public relations. Students will learn to 
recognize and analyze problem situations in terms of 
a framework of ethical principles in a societal context. 
The course also considers the role of media in light of a 
Christian worldview."
COM 4480,Communication Arts Internship,0,"Students arrange for either short-term employment or 
a not-for-hire position that relates to their major with a 
cooperating business, church or institution. 120 hours of 
tasks specifically related to students’ academic and career 
interests are required, and are documented via a journal 
submitted weekly to the supervising faculty member. 
Additional assignments that reflect on the work experience 
are also required. Offered on a Pass (P)-No Pass (N) basis 
only. This course is required for graduation, but is a zero-
credit course. (Prerequisite: approval of the Communication 
Arts Department Chair)"
COM 4483,Communication Internship,3,"Students arrange for either short-term employment or 
a not-for-hire position that relates to their major with a 
cooperating business, church or institution. 120 hours 
of tasks specifically related to students’ academic and 
career interests are required, and are documented via 
a journal submitted weekly to the supervising faculty 
member. Additional assignments that reflect on the work 
experience are also required. Offered on a CR/NC basis 
only. (Prerequisite: approval of the Communication Arts 
Department Chair)"
COM 4916,New Media Internship,6,"Students will receive training in and be given opportunity 
for practical application of new media design and 
development at a cooperating business located within 
SAGU proximity that develops new media product. 
New media includes, among other things, computer 
animation, motion graphics and mobile applications, and 
integrates inventive computer-based creative content 
with conventional forms of video and audio production. 
Internship activities will be structured specifically around 
the learning and application of motion graphics for 
video and film, Adobe Flash animation, Flash mobile 
development, and Unity mobile development, in a real-
world, production environment, working alongside industry 
professionals. (Prerequisite: approval of the instructor and 
practicum sponsor [company].)"
COM 4923,Advanced Topics in Communication Arts,3,"This course provides a custom-designed academic 
experience for students that have interest in exploring one 
or more aspects of communication arts that, due to the 
timing of course offerings, are not available for scheduling 
prior to an expected graduation date. (Prerequisite: 
Department approval)
COUNSELING"
COU 2113,Counseling Families Through the Life Cycle,3,"An introduction to the stages of family development 
and the typical counseling issues which flow from those 
transitions. Emphasis is on family life cycle and transitions 
including the independent adult, marital dyad, the infant/
preschool/grade school family, parenting teens, launching 
teens, retirement and death of spouse. The issues of 
divorce and re-marriage counseling will also be examined. 
(Prerequisite: CMN 2313 or COU 2123)"
COU 2123,Introduction to Counseling,3,"This course is an introduction counseling, emphasizing 
individual, groups, and families. Basic counseling skills 
will be taught. It introduces students to interviewing and 
intervention strategies. Students will learn assessment, 
evaluation, and planning."
COU 2213,Counseling Children and Adolescents,3,"This course presents assessment, diagnosis, and remedial 
therapeutic techniques unique to the practice of counseling 
children and adolescents and presenting parents with tools 
to utilize in facilitating growth in their children. (Prerequisite:"
COU 2223,Addictive Behavior and Recovery,3,"This course will explore assessment and treatment of 
various addictions including substance abuse (drug and 
alcohol), sexual addictions (pornography), self mutilation, 
and other compulsive addictive behavior, and will focus on 
strategies for recovery. (Same as SWK 2223)"
COU 2513,"Counseling Methods in Chemical Dependency   
and Other Addictions",3,"A course in counseling methods and techniques with 
the substance abusing and/or addictive client. Individual, 
family and group processes and interventions are explored 
in rehabilitation and recovery programs such as criminal 
justice agencies, therapeutic communities, and various 
faith-based community addictions services. Current models 
of prevention and intervention are studied as well as the 
12-step recovery approach. One area of focus includes 
the special skills and techniques utilized with the Alcohol 
and Other Drug (AOD) client, incorporating the 12 core 
functions of an addiction counselor. i.e., screening, intake, 
assessment, treatment planning, case management, 
counseling, crisis intervention, client education, referral, 
report and record keeping, and consultation. (Same as PSY 
2513) (Replaced by COU 3133)"
COU 2533,Pharmacology of Addiction,3,"This course examines the psychological, physiological, 
and sociological effects of mood altering substances 
and behaviors and their implications for the addiction 
process, including signs and symptoms of addictive 
behavior and phases of relapse. There is an emphasis 
on pharmacological effects of tolerance, dependency/
withdrawal, cross addiction, and drug interaction. HIV, AIDS, 
STDS, and addiction related pathology are also covered. 
(Same as PSY 2533) (Replaced by COU 3143)"
COU 3111,Practicum in Substance Abuse Counseling I,1,"This course focuses on practical, general workplace training 
supported by an individualized learning plan developed 
by the employer, University, and student. This course 
fulfills 100 of the required 300 hours practicum for LCDC. 
(Prerequisite: COU 2123, COU 2223, COU 2513, COU 2523,"
COU 3113,Theories of Marriage and Family Counseling,3,"An introduction to the theoretical foundations of family 
systems and the major theories and models in family 
systems. Emphasis is on psychodynamic, cognitive/
behavioral, systems, experiential, transgenerational, 
structural, and strategic models of family therapy."
COU 3121,Practicum in Substance Abuse Counseling II,1,"This course focuses on practical, general workplace training 
supported by an individualized learning plan developed 
by the employer, University, and student. This course 
fulfills 100 of the required 300 hours practicum for LCDC. 
(Prerequisite: COU 2123, COU 2223, COU 2513, COU 2523,"
COU 3123,Advanced Methods and Techniques in Counseling,3,"This course presents counseling methods with individuals, 
groups, and organizations. It includes collecting, 
assessing data, as well as planning, implementing, and 
evaluating interventions. Major schools of counseling 
and psychotherapy will provide students with a practical 
orientation to the field. (Prerequisite: COU 2123)"
COU 3131,Practicum in Substance Abuse Counseling III,1,"This course focuses on practical, general workplace training 
supported by an individualized learning plan developed 
by the employer, University, and student. This course 
fulfills 100 of the required 300 hours practicum for LCDC. 
(Prerequisite: COU 2123, COU 2223, COU 2513, COU 2523,"
COU 3133,"Counseling Methods in Chemical Dependency   
and Other Addictions",3,"A course in counseling methods and techniques with 
the substance abusing and/or addictive client. Individual, 
family and group processes and interventions are explored 
in rehabilitation and recovery programs such as criminal 
justice agencies, therapeutic communities, and various 
faith-based community addiction services. Current models 
of prevention and intervention are studied as well as the 
12-step recovery approach. One area of focus includes 
the special skills and techniques utilized with the Alcohol 
and Other Drug (AOD) client, incorporating the 12 core 
functions of an addiction counselor. i.e., screening, intake, 
assessment, treatment planning, case management, 
counseling, crisis intervention, client education, referral, 
report and record keeping, and consultation."
COU 3143,Pharmacology of Addiction,3,"This course examines the psychological, physiological, 
and sociological effects of mood-altering substances 
and behaviors and their implications for the addiction 
process, including signs and symptoms of addictive 
behavior and phases of relapse. There is an emphasis on 
the pharmacological effects of tolerance, dependency/
withdrawal, cross-addiction, and drug interaction. HIV, AIDS, 
STDS, and addiction-related pathology are also covered."
COU 3213,Counseling Adult Populations,3,"This course is a study of counseling adults. Students 
explore adult developmental issues and adult adjustment to 
physical, social, and psychological changes. Techniques for 
counseling adults are introduced. This course also includes 
a study of counseling issues relating to grief, death, and 
dying."
COU 3443,Crisis Intervention and Management,3,"This course is a study of crisis intervention and 
management with a Christian perspective. This course 
reviews theoretical models of crisis development in a 
variety of settings. Students will develop an understanding 
of intervention and management techniques demonstrating 
a competency in crisis intervention skills. Special emphasis 
is given to suicide, family crisis, and major catastrophes. 
(Same as PSY 3443, SWK 3443)"
COU 4313,Behavioral Science Research,3,"A study of the various research methods in the behavioral 
sciences. Emphasis is on the techniques used as well as 
the process and ethics of research. Topics investigated 
include: sampling, hypothesis development and testing, 
and research design. (Prerequisite: PSY 2413. Same as PSY 
4313, SWK 4313)"
COU 4413,"Methods and Techniques in Marriage and Family 
Counseling",3,"A study of the use of particular techniques for working 
with marriages and families in counseling. Theory and 
practice will be integrated to identify when and how to use 
techniques with couples and families in the counseling 
setting. Role play and practice will be an integral part of 
this course. (Prerequisite: CMN 2313 or COU 2123. Same as"
COU 4523,Advanced General Counseling,3,"This is a capstone course designed for upper level senior 
advanced undergraduate students in counseling to review, 
explore special issues in counseling, and prepare and 
assist in developing a more in-depth orientation to main 
domains of counseling from which they have studied in 
their counseling curriculum. It also helps to expand their 
knowledge of counseling as preparation for graduate 
school. Further, a Major Studies Examination in Counseling 
is provided over multiple domains in the discipline. Through 
the integration of knowledge in psychological science with 
a Christian worldview, the student is required to complete 
a senior level research project under the supervision of a 
major professor in counseling. In this regard the counseling 
major is challenged to further develop their critical thinking, 
research knowledge and skill. (Prerequisites: COU 3213,"
COU 4583,Field Practicum,3,"This course requires the student to complete 120 
hours in an off-campus setting allowing him or her the 
opportunity for experiential learning. Students will complete 
assignments designed to demonstrate knowledge, 
competency of the profession, and the ability to complete 
guided field research."
COU 4593,Counseling Ministries Practicum,3,"This course requires the student to complete 120 hours 
in an off-campus setting allowing the opportunity for 
experiential learning. Students will complete assignments 
designed to demonstrate knowledge, competency of 
the profession, and the ability to complete guided field 
research. Students will demonstrate the ability to minister to 
the needs of the mentally ill and function as mental health 
care givers in church related settings. Field research may 
include but is not limited to direct observation of mental 
health disorders and/or the visitation of approved mental 
health facilities."
COU 4613,Advanced General Counseling,3,"This is a capstone course designed for upper level senior 
advanced undergraduate students in counseling to review, 
explore special issues in counseling, and prepare and 
assist in developing a more in-depth orientation to main 
domains of counseling from which they have studied in 
their counseling curriculum. It also helps to expand their 
knowledge of counseling as preparation for graduate 
school. Further, a Major Studies Examination in counseling 
is provided over multiple domains in the discipline. Through 
the integration of knowledge in psychological science with 
a Christian worldview, the student is required to complete 
a senior level project under the supervision of a major 
professor in counseling. In this regard, counseling majors 
are challenged to further develop their critical thinking, 
research knowledge, and counseling skill. (Prerequisites:"
COU 4993,Special Topics,3,"This course will focus on a specific topic including 
those which demand further intensive study as well as 
contemporary issues. In this regard, this course allows for 
recent developments and latest issues in the field related 
to a specific topic as well as the possible research interests 
of the professor. This course is intended to provide the 
student the opportunity to enhance their knowledge of a 
selected topic by examination of salient, current critical 
issues. This course may be taken as a general elective 
and may be repeated for another topic. (Prerequisites: 
Permission to take this subject has to be approved by the 
program coordinator or department chair.)
CRIMINAL JUSTICE"
CJU 1113,Introduction to Criminal Justice,3,"An introductory course in criminal justice.  The history 
and philosophy of criminal justice in a democratic society 
is reviewed along with an analysis of the structure and 
function of criminal justice systems in the United States. 
Aspects of law and the courts, justice, criminal procedures, 
adjudication and law enforcement are explored."
CJU 1123,Ethics in Criminal Justice,3,"A study of ethical concepts and issues in criminal justice. 
Standards, professional conduct and responsibilities of the 
criminal justice practitioner are examined in accordance 
with current ethical practices and issues in the field. 
Problems confronting law enforcement, the courts and 
correctional systems are addressed from an academic, 
professional and Christian worldview perspective. 
(Prerequisite: CJU 1113)"
CJU 2113,Analysis of Police Operations,3,"This course examines the administrative structure, 
management practices and operational processes of law 
enforcement agencies and personnel.  Police and security 
issues such as recruiting, patrol techniques, criminal 
investigation including interviewing, search and seizure, 
and arrest procedures are examined."
CJU 2123,Criminal Investigation,3,"An introduction to the theory, history and methods of 
obtaining and reporting information from the crime scene, 
victims, witnesses and suspects. Processes of scientific 
crime detection, case management and documentation in 
criminal investigation are reviewed. Components of this 
course also include a focus on methods used with certain 
types of major and minor crimes including homicides, 
assaults, sex offenses, property crimes and others."
CJU 3113,Constitutional Law,3,"An analysis of the United States Constitution. An 
exploration of the historical foundation and context of the 
constitution as well as state and federal relationships is 
conducted.  Key United States Supreme Court decisions 
are reviewed in relation to their impact on  
American society."
CJU 3123,Theories of Criminology,3,"A study of basic concepts and theories of criminal behavior 
as well as all the major types of crimes.  Basic methods and 
programs of prevention, control and treatment in relation to 
criminal justice agencies are reviewed."
CJU 3133,Delinquent Behavior and Rehabilitation,3,"This course is a study of the nature, extent, causation, 
prevention and rehabilitation processes of juvenile 
delinquency.  Case management as well as procedures 
and operation of juvenile justice systems are also included. 
(Same as SWK 3133)"
CJU 3143,Criminal Justice Administration,3,"A study of administrative processes in various criminal 
justice agencies including law enforcement is provided.  
Management principles, theories and practices are 
examined in the context of criminal justice administration. 
(Prerequisite: CJU 1113)"
CJU 3163,Advanced Criminal Investigation,3,"This course is a continuation of CJU 2123. The course 
includes advanced crime scene technology and criminalistic 
applications under simulated field conditions. The students 
will conduct experiments individually and in groups in 
fingerprint identification and categorization, development 
processes, crime scene photography, fiber analysis, 
soil analysis, tool marks, Locard’s exchange principle, 
blood stain, spatter analysis, serology, tire impressions, 
questioned document analysis, ballistic evidence, 
microscopic analysis, report writing, physical evidence 
submission procedures, crime scene measurement and 
crime scene sketch-rough and finished. The course 
culminates in small groups utilizing the techniques learned 

to process a simulated homicide just as if they were a crime 
scene investigator-criminalist. (Prerequisites: CJU 1113,"
CJU 4113,Correctional Psychology,3,"A survey of correctional policies, procedures and 
approaches with regard to the management and treatment 
of the correctional client is explored.  An analysis of 
selected offender types as well as approaches in treatment 
and current intervention trends is provided."
CJU 4123,Advanced Penology,3,"A study of the history and evaluation of the correctional 
process with emphasis on American correctional facilities 
and prisons.  Also, an evaluation of community based 
programs is included. (Prerequisite: CJU 1113)"
CJU 4133,Security Management,3,"A study of security processes and management.  
This course examines major processes in security 
including business, institutional and community areas.  
Administrative principles and practices are surveyed 
in relation to criminal behavior including terrorism. 
(Prerequisite: CJU 1113)"
CJU 4583,Field Practicum in Criminal Justice,3,"This course requires students to complete 120 hours 
of supervision in a criminal justice setting allowing the 
student the opportunity to gain practical knowledge, skill 
and experience in criminal justice. Enrollment in practicum 
must be approved by the CJ academic advisor 
or department chair. (May be repeated once as elective in 
another area of criminal justice.)."
CJU 4993,Special Topics,3,"This course will focus on a specific topic including 
those which demand further intensive study as well as 
contemporary issues. In this regard, this course allows 
for recent developments and latest issues in the field 
related to a specific topic as well as the possible research 
interests of the professor. This course is intended to 
provide the student the opportunity to enhance their 
knowledge of a selected topic by examination of salient, 
current critical issues. This course may be taken as a 
general elective and may be repeated for another topic. 
(Prerequisites: Permission to take this subject has to be 
approved by the program coordinator or  
department chair.)
DRAMA"
DRA 1131,Drama Group I,1,"A small select group from all departments for extensive 
drama ministry in camps, churches, and conventions 
throughout the southwest region, with a major emphasis on 
promotion of SAGU. (Admission by audition.)"
DRA 2123,Fundamentals and Theories of Acting,3,"This course includes a review of the prominent theories of 
acting, beginning with those of Constantine Stanislavski. 
Attention is given to Stanislavski’s theoretical perspectives. 
Includes  beginning level study of scene work, monologues, 
script analysis, and techniques of character development."
DRA 2211,Play Production,1,"Experience in the practical aspects of play production 
as an actor and/or a technician. Participation in dramatic 
productions including a thorough study of the play, the 
development of characters in rehearsal and performance of 
the role, set design and construction, costuming, lighting, 
sound and makeup."
DRA 2223,The Art of Storytelling,3,"An introduction to the fundamentals of storytelling. In 
this course, emphasis is placed on relaxation, audience 
engagement, timing, material selection and application. 
Students will apply the principles of storytelling to the 
interpretation and recreation of a variety of story genres 
from fairy tales to biblical narratives. The art of storytelling 
is highly dependent on in-class participation."
DRA 2233,Stage Makeup,3,"Design and execution of makeup for the purpose of 
developing believable characters for the stage. This course 
will include discussion and demonstration of basic stage 
makeup principles and practical experience of makeup 
application. The following types of makeup application will 
be demonstrated, studied and executed in class: corrective, 
old age, fantasy, wounds/scars, and animal. A makeup 
morgue will also be required."
DRA 2333,Theatrical Movement,3,"Introduction to the fundamentals of movement for the 
stage. Students will become familiar with the theories 

of Laban and others. The course will include a practical 
method for approaching problems and movement in a 
scene, helping actors to become more versatile through the 
principles of posture, alignment, breathing and centering."
DRA 3111,Drama Seminar,1,"The seminar shall bring to the campus eminent persons 
with experience in different phases of drama.  They shall 
function as resource persons whose experience and 
insights provide exposure for prospective drama majors.  
(Maximum of three DRA 3111 seminars may be counted 
toward graduation)"
DRA 3123,History of Drama,3,"A survey of the historical development of theatrical 
traditions from  pre-Grecian times to the present. Topics 
cover theory of dramatic criticism, physical staging, analysis 
of drama conventions, and the cultural and social vantage 
point of drama. Selected dramatic works from the various 
dramatic periods are read and analyzed."
DRA 3133,Directing for Theatre,3,"Principles and theories of stage movement, blocking, 
casting, rehearsals and performance will be covered. 
Laboratory training will be provided in techniques of 
conducting rehearsals and directing the work of actors 
and other production personnel including character 
development and play production.  The fundamentals 
of play directing are covered emphasizing research 
techniques, promptbook formatting, and historical 
investigation of directorial theories.  There is special 
emphasis on the function of the director as interpreter, 
organizer, and teacher.  Students required to direct scenes 
for class production.  (Prerequisites: Approval of  
the instructor.)"
DRA 3153,Advanced Theories of Acting I,3,"Students will develop the ability to act from a truthful 
point of view by focusing on the scene partner and 
physical activities in the present moment. Through the 
use of repetition exercises, students will develop listening 
and intuitive skills which will culminate in scene work. 
(Prerequisite: Permission of the Instructor)"
DRA 3163,Advanced Theories of Acting II,3,"Students will learn the skills of emotional preparation in 
order to begin to create characters with specific, given 
circumstances. Through script analysis and a thorough 
reading of the text, students will develop scenes to be 
performed in class. (Prerequisite: DRA 3153)"
DRA 3211,Drama Group II,1,"A select group from all departments for extensive drama 
training for play productions, Southwestern Live!, drama 
ministry and other outlets for the communication arts 
productions with an emphasis on performance and 
promotion of SAGU. (Admission by audition.)"
DRA 3343,Voice and Diction,3,"Introduction to the fundamentals of vocal production for 
the stage. Emphasis on relaxation, breathing techniques, 
the creation of vocal sound, the interconnection of voice 
and body, and the use of acceptable grammar and 
pronunciation in formal presentations will be discussed. 
(Prerequisite: Permission of Instructor)"
DRA 3353,Script Analysis,3,"An investigation of dramatic structure from the points 
of view of the director, actor and designer in order to 
facilitate the dramatic process. Emphasis will be placed 
on the various practical applications of script analysis. 
Course incorporates elements of dramatic theory and their 
relevance to script analysis. This course may focus on 
specific time periods and genres. (Prerequisite: Permission 
of Instructor)"
DRA 4113,Play Production II,3,"Advanced practical aspects of play production as a 
technician. Participation in dramatic productions including 
set design and construction, costuming, lighting sound, 
makeup and a thorough study of the play, development of 
characters, performance of a role, or working with actors as 
a student director. (Prerequisite: Permission of  
the instructor)"
DRA 4123,Theatrical Design,3,"The history, theory, and basic concepts of design methods 
with application for the stage. Aesthetic skills of color, line, 
texture, and form, and the interactions of these elements. 
Mechanics and techniques of illustration and rendering of 
design ideas. Students will explore scenic costume, and 
lighting design. (Prerequisite: Permission of Instructor)"
DRA 4133,Dramaturgy,3,"Study of dramaturgy - its tasks, its techniques, and its 
function in the contemporary theatre. Students gain an 
understanding of the historical emergence of dramaturgy as 
a distinct discipline within the western theatre. Exploration 
of how the practice can best be taught. This class will 
include production-oriented research, text analysis, 
collaboration techniques, and season development. 
(Prerequisite: Permission of Instructor)"
DRA 4143,Advanced Theories of Acting III,3,"Principles of Shakespearean verse and prose for actors and 
directors. This class will include text analysis of sonnets and 
plays for solo performance and scene work. (Prerequisite: 
Permission of the Instructor)"
DRA 4423,Drama as Ministry,3,"A study of how to use the dramatic arts as a ministry tool 
in teaching biblical principles. This course includes a study 
of the theological background and history of church drama 
ministry and contemporary Christian plays. Emphasis will be 
on how to formulate ideas and materials for writing short 
sketches and plays for the ministry. The actual writing of 
scripts and the performance of those scripts will be part of 
the class.
EDUCATION
Admission to the Education program must be attained 
before a student can take 4000 level EDU courses with the 
exception of EDU 2253 Foundation of Education."
EDP 3413,Instructional Technology,3,"This course is designed to enable educators to use 
technology to enhance instruction within and across the 
content areas. Emphasis is placed on the utilization and 
evaluation of technologies and their appropriateness for 
the curriculum. National and state technology standards 
and curriculum guidelines will be incorporated."
EDP 3423,Classroom Management,3,"Examine research-based methods and strategies to 
create positive learning environments in culturally 
diverse classroom settings. Emphasis will be given to the 
organization and management of the learner centered 
classroom. Strategies that engage and motivate learners to 
improve instruction and minimize disruptive behaviors will 
be explored. State standards will be incorporated."
EDP 3433,"Classroom Instruction and Assessment for 
English  Language Learners",3,"Explore strategies and methods for teaching English as 
second language in elementary and secondary schools. 
Develop instructional strategies to promote ESL students’ 
language and literacy development. Emphasis will be given 
to curriculum design, resources, instructional methods, 
content area instruction, and language assessment 
necessary to meet the diverse needs of ESL students in the 
K-12 setting. State standards and curriculum guidelines will 
be incorporated. (Prerequisite: EDP 3323)"
EDP 4111,Educator Assessment,1,"An emphasis on test taking strategies in preparation for 
professional educator examinations. (Prerequisites:  EDU 
2253, PSY 1153)"
EDP 3453,Systems of Language for Literacy Development,3,"Examine the systems of language underlying literacy 
development including phonology, orthography, semantics, 
syntax, discourse, and pragmatics as described in the 
state standards for ELAR (K-6 and 4-8). Demonstrate 
knowledge of developmentally appropriate, research-
based assessment and instructional practices to promote 
key concepts for word recognition and language 
comprehension."
EDP 3463,"Teaching Language Arts and Literature in 
Elementary",3,"An exploration of best practices in teaching integrated 
language arts skills of reading, writing, listening, speaking, 
viewing, and visually representing as described in ELAR 
state standards (EC-6). Emphasis on teaching written 
communication skills and writing conventions as well as 
research and inquiry skills. Course includes study and 
integration of quality children's literature in teaching across 
the curriculum. (Prerequisites: ENG 1113, ENG 1123)"
EDP 4123,Teaching Science in Elementary,3,"A development of the understanding of content and 
appropriate pedagogy for physical, earth, life and space 
science in the elementary classroom.  The course covers 
the use of manipulative, lesson plans and cooperative 
groups.  State science standards, curriculum guidelines, 
and appropriate technology are incorporated."
EDP 4153,Elementary Math Concepts,3,"A focus on teaching mathematical concepts in the 
elementary school.  This course includes number theory, 
rational numbers, geometric ideas, measurement attributes, 

probability and related technology. Lesson plans and 
assessment are also incorporated."
EDP 4163,Methods in Teaching Elementary Math,3,"A research-based study of the best practices for teaching 
mathematics in the EC-6 classroom. Emphasis will be 
given to the organization, curriculum design, resources, 
instructional methods, strategies, and assessments in 
the learner-centered math class. State standards and 
curriculum guidelines will be incorporated."
EDP 4313,Social Studies Curriculum and Instruction,3,"An emphasis on the instructional strategies for teaching 
the most important types of social studies. This course 
emphasizes necessary teacher competencies and the 
organization of various methods used for different grade 
levels and achievement levels of elementary and secondary 
school students with an emphasis on cultural diversity. 
It includes the use of instructional media, measurement, 
evaluation, technology, and lesson planning. This course 
will also provide strategies and preparation for state 
teacher content exams."
