code,title,credits,description
PHYS 2313,Nuclear Power Plant Systems Boiling Water Reactor (BWR),3,This course is offered to students pursuing non-nuclear majors. The course introduces students to the Boiling Water Reactor (BWR) Systems: the systems unique to the BWR for control of the fission process and the associated systems and strategy for reactor safety; and Power Plant Generation: the balance of plant equipment used in the steam cycle. This course ensures that students understand engineering principles associated with systems and components used in two types of commercial nuclear power plants. This course may only apply as an elective towards UHD degrees in science and technology.
PHYS 2402,Physics II,4,"This is the second in a two-part survey of physics for science majors using calculus. Topics include electric charge, electric fields and potentials, Gauss’ Law, capacitors and dielectrics, AC and DC electrical circuits, magnetic fields, the Biot-Savart Law, Faraday’s Law, magnetic properties of matter, Maxwell’s equations and electromagnetic waves and optics. Credit for both"
PHYS 2401,Physics I,4,"This is the first in a two-part survey of physics for science majors using calculus. Topics include kinematics and dynamics in one, two and three dimensions, statics, dynamics, potentials, conservation of energy and momentum (linear and angular), rotational kinematics and dynamics, oscillations, gravitation, fluid mechanics, thermal properties of matter, kinetic theory of gases and the first and second law of thermodynamics. Credit for both"
PHYS 2312,Nuclear Power Plant Operations,3,"This course is offered to students pursuing the Nuclear Power Institute Certificate program sponsored by the Nuclear Power Institute (NPI). Students will cover topics of neutronic/thermal models such that plant operations may be studied semi-quantitatively achieving an integrated plant understanding. The course will include an overview of mass, momentum and energy conservation as it relates to nuclear power plants; includes coupled neutronic/thermal models to study plant operations semi-quantitatively achieving an integrated plant understanding. This course may only apply as an elective towards UHD degrees in science and technology."
PHYS 2310,Nuclear Power Plant Fundamentals,3,"This course is offered to students pursuing the Nuclear Power Institute Certificate program sponsored by the Nuclear Power Institute (NPI). Students will cover topics of the chemistry and physics and engineering technology electrical theory involved in nuclear power plants including aspects of water chemistry, material science, electrical science, mechanical science, civil engineering, and digital process control systems. This course may only apply as an elective towards UHD degrees in science and technology."
PHYS 2311,Nuclear Power Plant Systems Pressurized Water Reactor (PWR),3,"This course is offered to students pursuing the Nuclear Power Institute Certificate program sponsored by the Nuclear Power Institute (NPI). Students will cover topics of reactor physics and introduction to nuclear power, reactor heat generation, thermodynamic aspects of nuclear power, reactor coolant system (primary and secondary loop), reactor safety and operation, fuel systems, support systems and electrical distribution. This course may only apply as an elective towards UHD degrees in science and technology."
PHYS 2102,Physics Laboratory II,1,"Topics include static electric and magnetic fields and electron motion therein, DC and AC circuits including linear and nonlinear devices and properties of electromagnetic waves, and geometrical and physical optics. (PHYS 2126)"
PHYS 2210,Nuclear Power Plant Human Performance,2,"This course is offered to students pursuing the Nuclear Power Institute Certificate program sponsored by the Nuclear Power Institute (NPI). Students will cover topics of human performance fundamentals, organization and the processes, the individual, the engineer, corrective action programs and root cause analysis, final case study, and nuclear power- a higher standard. This course may only apply as an elective towards UHD degrees in science and technology."
PHYS 2101,Physics Laboratory I,1,"Topics include linear and rotational motion, collisions, simple harmonic motion and thermal properties of matter. (PHYS 2125)"
PHYS 1108,General Physics Laboratory II,1,"Topics include electric and magnetic fields, DC and AC circuits, non-linear devices, geometric and physical optics, and atomic and molecular physics."
PHYS 1308,General Physics II,3,"This is the second in a two-part survey of general physics for science majors focusing on elementary principles of electromagnetism, optics and modern physics using elementary trigonometry and algebra. Topics include static electric and magnetic fields and the motion of charged particles therein; induced electric and magnetic fields; DC and AC circuits; geometrical and physical optics; the concept of quantization and the properties of the atom and its nucleus. Credit for both PHYS 1308 and"
PHYS 1301,Introduction to Solar System Astronomy,3,"An integrated lecture/laboratory course for non-science majors. This course surveys the history of astronomy, its technologies and physical principles, the solar system and its origins. Recent discoveries and the competing theories to interpret them are discussed, as are interactions between astronomy and society such as technology sin-offs and light pollution. Students are introduced to scientific measurement and error. Indoor and outdoor experiments are integrated into the course, including the use of telescopes and photography of the moon. Recent data provided by NASA and other agencies are introduced. Up to three evening observing sessions are required for this course."
PHYS 1302,Introduction to Stellar and Galactic Astronomy,3,"An integrated lecture/laboratory course for non-science majors. This course surveys stellar and galactic systems, the evolution and properties of stars, galaxies, clusters of galaxies, the properties of interstellar matter, cosmology and the effort to find extraterrestrial life. Competing theories that address recent discoveries are discussed. The role of technology in space sciences, the spin-offs and implications of such are presented. Visual observations and laboratory exercises illustrating various techniques in astronomy are integrated into the course. Recent results obtained by NASA and other agencies are introduced. Up to three evening observing sessions are required for this course, one of which will take place off-campus at George Observatory at Brazos Bend State Park."
PHED 2101,"Health and Fitness for Life with an Emphasis in Yoga, Pilates, Aerobics, Weight Training, Basketball, or Volleyball",1,"Focuses on health-related behaviors, ways that personal health decisions and behaviors affect body systems and health, and strategies for reducing health risks and enhancing wellness throughout the life span."
PHYS 1307,General Physics I,3,"This is the first in a two-part survey of general physics for science majors focusing on elementary principles of mechanics, heat and wave motion using elementary trigonometry and algebra. Topics include kinematics, dynamics of particles and rigid bodies; conservation of mass, momentum and energy; simple harmonic motion and characteristics of waves, mechanical and thermal properties of solids and fluids; and thermal properties, kinetics and dynamics of ideal gases. Credit for both PHYS 1307 and"
PHYS 1107,General Physics Laboratory I,1,
PHIL 4399,Directed Study in Philosophy,3,"Selected topics in philosophy. Intensive individual study under the guidance of a member of the philosophy faculty, culminating in the production of a substantial work of philosophical writing. Includes instruction in the techniques of philosophical writing."
PHIL 4390,Special Topics in Philosophy,3,"Topic varies from semester to semester. The course culminates in the production of a substantial work of philosophical writing, and includes instruction in the techniques of philosophical writing. Course may be repeated for credit when topics vary."
PHIL 4312,Major Figures in Philosophy,3,"This course focuses on one or two figures in philosophy, either historical or contemporary, culminating in the production of a substantial work of philosophical writing. The philosopher(s) of focus may vary from semester to semester. The course includes instruction in the techniques of philosophical writing, and may be repeated when topics vary."
PSY 4315,Contemporary Parenting,1,"Focuses on understanding the contemporary context and process of parenting and caregiving through theory, core concepts, and experiential exercises. Explores the process by which parents and children affect each other as individuals and as a family."
PSY 4316,Psychology of the Elderly,1,"This course focuses on understanding the aging process from a psychological perspective by studying topics such as research methods, major theories of aging, and stereotypes about aging. This course focuses on adults aged 65 and older, and the changes in and concerns of physical health, cognition and social relationships that occur in later life and psychology consequences of physical decline and illness."
PSY 4314,Applied Behavior Analysis I,1,"Application of behavior analytic theory, principles, and research in classical and operant conditioning to changing behavior in therapeutic, educational, work, family, personal, and other settings."
PSY 4313,Psychology of Prejudice,1,"This course draws on theory and research from social and cognitive psychology to explore stereotyping, prejudice, and discrimination. Issues include the formation and maintenance of stereotypes, functions and costs of stereotyping, and stereotype change. Specific topics include privilege, oppression, racism, sexism, heterosexism and homophobia, classism, and discrimination on the basis of physical or cognitive ability. Both “old fashioned’ and modern, subtle forms of prejudice are investigated. Research on strategies for reducing intergroup conflict, violence, and discrimination will be explored."
PSY 4310,Health Psychology,1,
PSY 4312,Advanced Statistical Analysis,1,"Advanced statistical analysis in psychology. Includes individual student experimentation, data analysis, parametric and nonparametric statistical topics and APA style research report writing and presentation."
PSY 4311,Sensation and Perception,1,"Introduction to the processes by which information comes from the external world into the human mind and is processed such that it has meaning. The anatomy and physiology of the avenues of the mind - the sensory systems - will be examined, as well as the manner in which the brain uses sensory information to create conscious experience of the world."
PSY 4308,Psychological Assessment,0,"The theory and practice of psychological tests, including a survey of the commonly used methods, techniques and instruments for measuring and assessing individual differences with regard to intelligence, personality, interests, aptitude and achievement."
PSY 4303,African American Psychology,0,"This course surveys past and contemporary issues pertaining to the African American, including historical, developmental, clinical, educational and social issues."
PSY 4309,Psychology and the Law,0,"Applies psychological principles to legal processes. Topics include factors affecting judges’, juries’ and attorneys’ judgments during trials; inequalities in defining criminal behavior and the application of justice, especially as influenced by race, class, gender and sexual orientation; how the legal system can be used to affect social change."
PSY 3399,Directed Study in Psychology,9,"Research Methods in Psychology; 60 accumulated credit hours, approval of the Department Chair and Dean; 3.0 GPA or better in UHD psychology courses."
PSY 4301,The History of Psychology,0,Major theoretical positions and research that contributed to development of psychology as a scientific discipline. Emphasis on developments from the late 19th century to the present.
PSY 4307,Counseling and Psychotherapy,0,"An introduction to both the theory and practice of counseling and psychotherapy, including a survey of some of the major psychotherapeutic approaches used today, practice with applying them to understand and treat a variety of case study examples, and discussion of various personal, professional, and ethical issues involved in practice."
PSY 3315,Theories of Personality,1,Major contemporary theories of personality are examined along with their implications for clinical application and research.
PSY 3319,Cognitive Psychology,1,"A survey of theory and research associated with cognitive psychology, as well as its relevance to everyday situations. Important cognitive processes will be discussed, such as perception, attention, memory, knowledge systems, language, problem-solving, reasoning, and decision-making. Introduction to the broader field of cognitive neuroscience will be presented throughout the course. (Replaces PSY 4305 Memory and Cognition.)"
PSY 3314,Learning and Behavior,1,"Principles, concepts, and philosophy of behavior analysis, also known as radical behaviorism. Primary focus on operant conditioning, secondary focus on respondent conditioning."
PSY 3312,Positive Psychology,1,"Focuses on character strengths, positive thinking, values, positive institutions, positive emotions, and the pursuit of happiness. An overview of research and principles set forth by psychologists interested in determining factors that contribute to psychological flourishing."
PSY 3310,Psychology of Women,1,A survey of the major theories and issues involved in understanding the impact of gender on thinking and behaving.
PSY 3309,Adult Psychology,0,"The psychological, biological and sociological factors which affect the major stages of adult development."
PSY 3308,Abnormal Psychology,0,"The etiology, classification, and treatment of psychopathological disorders from these major theoretical perspectives: psychodynamic, behavioral, humanistic, physiological and sociocultural."
PSY 3313,Biological Psychology,1,"A survey of theory and research in the biology of brain and behavior, focusing on the internal processes underlying the structure and function of the nervous system, including topics such as perception, sensorimotor processes, consciousness, cognition, memory, motivation, emotion, and biopsychological disorders."
PSY 3305,Adolescent Psychology,0,"A study of adolescent development from theoretical and practical viewpoints. Emphasis is on the physical, cognitive, social and emotional changes which occur during adolescence."
SOS 3312,Applied Statistics in the Social Sciences,1,An introductory course presenting the computation and use of descriptive and inferential statistics in the social sciences. Students are taught how to calculate statistical measures by hand and by using statistical software packages employed by researchers in the social sciences.
PSY 3306,Introduction to Clinical Psychology,0,"Introduction to Clinical Psychology is a survey course that covers the history of the field of clinical psychology, knowledge about careers in clinical psychology as well as practice issues such as clinical research and ethics. In addition, the course gives an introduction to psychotherapy and assessment discussing therapy models/methods and basic assessment principles."
SOS 3305,Research Methods in the Social Sciences,0,"Introduction to research methods in the social sciences. Basic principles and procedures in research design, data collection, report writing, and theory construction are presented. Emphasis on quantitative methodology and statistical analysis of data with computer software packages used by researchers in the social sciences."
SOCW 4399,Directed Study in Social Work,3,"This course is designed to provide individualized, intensive guidance and interaction with the student working on a project, individual study or research as outlined in the Directed Study Contract. The course focuses on a selected topic(s) under the guidance of a social work faculty member. The student will propose a non-trivial research question or identify a series of learning outcomes relevant to social work theory and/ or practice."
SOS 3304,Death and Dying,0,"Various psychological, secular and religious attitudes, beliefs and practices toward death and dying. The stages of death, euthanasia, cultural and religious customs, and the psychological impact of death on the survivors."
SOS 2308,Human Sexuality,0,"Physiological, psychological and sociological factors in human sexuality. The human sexual system, sexual activity, today’s sexual attitudes and behavior, alternate lifestyles and sexual inadequacies. (PSYC 2306 or SOCI 2306)"
SOCW 4390,Special Topics in Social Work,3,"Selected topics and/or current issues in social work. Topics may vary from semester to semester, and the course may be repeated when topics vary."
SOCW 4335,Study Abroad in Social Work,3,"This study abroad course is designed to introduce students to the profession of social work and focuses on work with individuals, groups, families, organizations, and communities as practiced in a country outside the U.S. This course requires international travel. Students will participate in course activities including, but not limited to, the following: 1) social service agency visits and lectures; 2) cultural and/or language activities; and 3) engagement with/exposure to individuals, groups, families, organizations, and communities to increase cultural awareness, humility, and sensitivity to improve students’ social work practice skills."
SOCW 4333,Hot Topics in Immigration,3,"This course will introduce social work and other service-oriented majors to the specific laws, policies and practices that govern immigration to the United States. Immigration is a critical issue at this time in history, particularly for the special context of Houston as a major job and urban center, and border state. This course will provide knowledge of both history and laws and practices from: recent and future executive orders and Supreme Court rulings (e.g. DAPA, DACA), to the still-present crisis of child immigrants from Central America. The course will also provide skills through mock interviews and case study analysis to prepare students to understand and influence this critical debate and advocate for needed change."
SOCW 4334,Health Disparities in America,3,"This course will introduce social work majors to the concepts, principles, and skills necessary for assessment, intervention, and evaluation of systems impacted by health disparities."
SOCW 4332,Crisis Intervention,3,"An examination of crisis theory, models of intervention, intervention strategies at multiple levels across populations, and use and purposes of supervision."
SOCW 4331,Urban Community Organizing,3,An overview and critical analysis of the profession’s involvement in community organizing and the skills and techniques of effective organizing with various populations. This course has a service learning component.
SOCW 4304,Issues in Field Practicum II,3,"Students participate in assignments to be carried out in the field setting, projects to enhance skill development, and written assignments to help them integrate and apply classroom learning in the field setting. The Issues in Field Practicum course is designed to assist the student in processing and evaluating field experiences."
SOCW 3364,Social Justice and Professional Ethics,3,"This course examines professional values and ethics as codified by the NASW and the IFSW and the subsequent responsibilities to social justice incumbent upon social workers in every area of practice. This course is open to non-social work majors, prerequisites still apply. ."
SOCW 3362,Human Behavior in the Social Environment II,3,"This course examines theoretical frameworks and models for generalist social work practice with task/problem-solving groups, organizations and communities. It reviews systems theory, the ecological model and the model of planned change as applied to groups, communities and organizations. Special emphasis is given to the mechanisms of oppression, and social, economic, political and cultural contexts and forces shaping macro systems. This course is open to non-social work majors."
SOCW 4302,Issues in Field Practicum I,3,"Students participate in assignments to be carried out in the field setting, projects to enhance skill development, and written assignments to help them integrate and apply classroom learning in the field setting. The Issues in Field Practicum course is designed to assist the student in processing and evaluating field experiences."
SOCW 4303,Field Practicum II,3,"This course provides 200 hours of professionally supervised field experience. Under the supervision of an approved agency field instructor, students engage in generalist social work practice with individuals, families, groups, organizations and communities of great diversity. In Field Practicum II the student builds upon and moves toward greater mastery of the learning and skills practice that began in Field Practicum I."
SOCW 4301,Field Practicum I,3,"This course provides 200 hours of professionally supervised field experience. Under the supervision of an approved agency field instructor, students engage in generalist social work practice with individuals, families, groups, organizations and communities of great diversity."
SOCW 3363,Urban Issues in a Global Environment,3,"This course examines globalization and its effect on the world’s population. It explores the historical, social, cultural, economic, environmental and global influences affecting social policy and policy practice. This course is open to non-majors."
SOCW 3361,Human Behavior in the Social Environment I,3,"This course examines theoretical frameworks for understanding human development and behavior within the social environment. It reviews this phenomenon as it manifests for individuals, families, and groups using multidisciplinary perspectives, including biology, psychology, sociology, and public health. This course is open to non-social work majors."
SCM 3302,Integrated Supply Chain Management using Simulation Games,0,This course provides a hands-on experience for students to manage key aspects of the supply chain in simulated environments. Students will use information technology and explore its role as a driver of effective supply chain management. Students will also gain practical experience using SAP ERP software and collaborate to develop and implement strategic plans based on the analysis of data.
STAT 4399,Directed Study in Statistics,3,"The course is an intensive individualized study for senior students under the guidance of a member of the Mathematics & Statistics faculty. Students may work in theory or methodology, pursue in depth an area covered more generally in a course, or explore a topic not normally covered in the curriculum."
SCM 3301,Introduction to Supply Chain,0,"This course provides an introduction to the field of supply chain management. Students will receive a broad and holistic view of the supply chain through insights into the flows of materials, inventory management, and production planning. Topics include: supply chain environment, sourcing, information control systems, logistics fundamentals, materials flow control, and organization and planning."
SOCW 3351,Statistical and Qualitative Data Analysis for Social Work,3,This course introduces students to techniques for the analysis and interpretation of quantitative and qualitative data for research-informed practice. It reviews computation and use of descriptive and inferential statistics for social work; qualitative techniques such as content analysis and grounded theory; and report writing. Particular emphasis will be given to database management and analysis with statistical (SPSS) and qualitative (Atlas.ti) software and preparation of professional reports for clients and constituencies.
STAT 4397,Statistical Computing,3,This course will focus on core computational techniques which are useful for statistical research and advanced applications. We will be interested in developing skills and knowledge useful in the development of modern statistical procedures. Topics include a brief overview of traditional numerical analysis techniques; a discussion of optimization and root finding methods useful for estimation and a discussion of Numerical and Monte Carlo integration which is useful for statistical influence. We will also use the UHD cluster for high performance computing.
STAT 4390,Special Topics in Statistics,3,
STAT 4395,Senior Project in Statistics,3,"A project on a statistics related topic under the guidance of a member of the Mathematics & Statistics faculty. Students will develop writing and oral presentation skills specific to statistics by submitting a written report and giving a public presentation. Students are required to select a project advisor in advance. Individual work is accompanied by regular progress reports and classroom instruction on writing and presenting papers. Examples include research, critical literature reviews and field studies. Course can be used to fulfill the writing skills requirement."
STAT 4318,SAS Fundamentals and Applications,3,"This course introduces the fundamentals of SAS programming. Emphasis is placed on learning basic SAS commands and statements for solving a variety of data processing applications. Upon completion, students should be able to use SAS data and procedure steps to create SAS data sets, do statistical analysis, and create general customized reports. This course provides foundation knowledge for further advanced study of statistical programming."
STAT 4311,Operations Research,3,
STAT 4310,Applied Regression,3,"Basic t1 theory and structure of regression, with applications in business, simple linear regression, correlation, multiple linear and polynomial regression, R2 and adjusted R2, significance tests multicollinearity, comparison with ANOVA, dummy variables and coding, stepwise regression, prediction and inference in regression, analysis of covariance, interactions, time series, index numbers and forecasting. Emphasis on use of computer packages and interpretation of printouts. This course may be used to fulfill the writing application course requirement with additional prerequisites including"
STAT 4309,Design and Analysis of Experiments,3,"Principles of design and analysis of experiments including randomized blocks, Latin, Greco-Latin and Youden squares, multiple comparisons and orthogonal contrasts. Introduction to factorial designs and split plots and use of computer statistical programs. This course may be used to fulfill the writing application course requirement with additional prerequisites including"
STAT 4300,Statistical Quality Control,3,"Topics include x-bar and R charts, c charts, u charts, median charts, Pareto analysis, cause and effect analysis, process capability indexes and other statistical techniques."
STAT 4306,Mathematical Models and Computer Simulation,3,"Quantitative modeling of industrial systems, computer simulation languages; and discussion of problems encountered in constructing simulation programs. This course may be used to fulfill the writing application course requirement with additional prerequisites including"
STAT 4307,Time Series,3,"Topics include a study of auto-correlation and part I a l auto-correlation functions, multiplicative decomposition of a time series, construction and evolution of auto-regressive models, exponential smoothing procedures, classical regression analysis and Box- Jenkins methodology. Interpretation and computer analysis, using SAS or another appropriate package are emphasized. This course may be used to fulfill the writing application course requirement with additional prerequisites including"
STAT 4303,Decision Mathematics,3,"Applications of the most useful tools of decision mathematics. Topics are selected from probabilistic models, decision models, game theory, queuing theory, Pert/CPM, inventory methods, Bayesian inference and other relevant topics."
STAT 4294,Senior Seminar,2,"An intense, structured seminar. Students are exposed to the world community as it relates to their major (involving a written and oral report on cultural issues as well as discussion of these topics); ethics is discussed as it relates to the subject. In addition, students prepare a written proposal for a senior project. Attendance at departmental colloquia is also required."
STAT 3334,Introduction to Bayesian Data Analysis,3,"This course introduces the fundamentals of Bayesian data analysis. Topics include Bayesian equivalents to classical point and interval estimation, Bayesian credible and highest posterior density regions. This course uses Markov chain Monte Carlo techniques and covers the Bayesian analogues to t-test, correlation test, proportion testing, regression, and ANOVA. After taking this course, students will have a basic understanding of the Bayesian perspectives of the frequentist techniques that they encounter in a traditional introductory statistics course."
STAT 3333,Statistical Inference,3,"This course introduces the fundamentals of drawing conclusions about populations or scientific truths from sample data. Topics include point estimation (method of moments, least squares, maximum likelihood, mean-squared error, and Bayesian methods), confidence interval construction (likelihood-based, inversion methods, intervals based on pivots, Bayesian credible and highest posterior density regions, and resampling based intervals), and hypothesis testing (likelihood ratio, Bayesian, and resampling techniques). After taking this course, students will understand the broad directions of statistical inference and will make informed choices in analyzing data."
STAT 3311,Statistical Analysis for Natural Science,3,"Basic concepts of statistics for natural science students are considered including collection of data, descriptive statistics, probability concepts, random variables, probability distributions, expected values, point and interval estimation techniques, hypothesis testing, bivariate data, linear regression, and analysis of variance. Natural science applications are stressed and computer statistical packages are used."
STAT 3310,Statistical Analysis for Business Applications II,3,"Test of hypotheses, regression and correlation, introduction to analysis of variance, and other special topics. Applications to a variety of business problems and use of computer statistical programs."
STAT 2300,Introduction to Statistics,3,"Techniques for the collection, analysis and interpretation of numerical data. Probability, confidence intervals, hypothesis testing, estimation and special distributions. Special emphasis is placed on a variety of applications. Computer packages are used. This course may not be applied toward a major in the Mathematics & Statistics department. (MATH 1342)"
STAT 1312,Statistical Literacy,3,"An introduction to statistical ideas and statistical reasoning, and their relevance to modern life. STAT 1312 is designed for students requiring one college-level mathematics course. This course cannot be applied toward any degree in the Department of Mathematics and Statistics."
SPED 4305,Instruction in the Exceptional Classroom-Inclusive,3,
SCM 4350,Supply Chain Management Capstone,5,The course is an in-depth study of supply chain management strategy and the decision making processes. Students will use case studies to analyze and develop solutions to supply chain problems and review the latest literature in supply chain management. Course content is aligned with the Certified Professional Supply Manager (CPSM) examinations.
RMI 4390,Special Topics in Risk Management and Insurance,9,Prerequisite(s): Approval of program director. May be repeated once for credit with departmental approval when topics vary.
STAT 3309,Statistical Analysis for Business Applications I,3,"Basic concepts of statistics for business students are considered including descriptive statistics, probability concepts, random variables, probability distributions, expected values, point and interval estimations techniques and some hypothesis testing and linear regression. Applications to a variety of business problems are stressed and computer statistical packages are used. Credit cannot be given for both"
STAT 2305,Business Statistics with Applications,3,"The application of descriptive and inferential statistical methods, including the collection, description, analysis, and summarization of business, economics, and social science data are addressed. Statistical software is used to analyze data including business applications of probability, discrete and continuous random variables, the binomial and normal distribution, sampling distributions, hypothesis tests, point and interval estimation, correlation, and simple linear regression."
RMI 4305,Special Projects,0,Students will work with IRM faculty to research and complete a major term paper or project focused on a selected topic.
RMI 4380,Field Experience in RMI,8,For more information and qualifications see Field Experience in the Marilyn Davies College of Business section of this catalog and/or the department chair of your declared major.
RMI 4308,Advanced Risk Management Theory and Practice,0,Course integrates enterprise risk management process and risk financing techniques. Students who elect to take and successfully complete the national professional designation exams or project may also complete requirements for Certified Risk Manager (CRM) designation practice sections.
RMI 4304,Advanced Casualty Insurance and Application,0,"Examines property and liability loss exposures and their management, with primary emphasis on insurance. For students wishing to earn the Chartered Property Casualty Underwriter (CPCU) designation, course prepares students for the CPCU 552 examination."
RMI 3399,Directed Study in Risk Management and Insurance,9,"Specialized research, reading, and study in insurance and risk management to meet the needs and interests of the individual student. Offered on an arranged basis only. 3.0 overall GPA and 3.3 IRM GPA required."
RMI 4303,Advanced Property Insurance and Application,0,"Study of business insurance problem evaluation and planning with proposed solutions utilizing comprehensive coverage package programs. For students wishing to earn the Chartered Property Casualty Underwriter (CPCU) designation, course prepares students for the CPCU 551 examination."
RMI 3312,Group Benefits,1,"Analyzes group insurance benefits including the governmental environment, contract provisions, marketing, underwriting, rate making, plan design, cost containment and alternative funding methods. For students wishing to earn the Chartered Life Underwriter (CLU) or Registered Employee Benefits Counselor (REBC) designations, and who pass the national exam, course fulfills requirements for HS 325 course."
RMI 3310,Insurance in Estate Planning,1,"Covers various aspects of insurance and its role in estate planning. For students wishing to earn the Chartered Financial Consultant (ChFC), Certified Financial Planner (CFP), and Chartered Life Underwriter (CLU) professional designations, and who pass the national exam, course fulfills requirements for HS 330 course."
RMI 3306,Legal and Political Aspects of Risk Management and Insurance,0,"Conceptual and institutional foundations underlying the regulation of the insurance industry at the national and international levels, financial oversight of insurers, and the regulation of insurance prices, products, and market conduct. For students wishing to earn the Chartered Property and Casualty Underwriter (CPCU) designation, this course prepares students for the CPCU 530 examination."
RMI 3305,Risk Management Theory and Practice,0,"Course integrates Enterprise Risk Management (ERM) processes for handling business risks faced by organizations including property and liability risks, and international loss exposures, with an emphasis on risk identification and analysis with alternative methods of risk control. Students who elect to take and successfully complete the national designation exam and project may earn the University Associate Certified Risk Manager (UACRM) professional designation and receive credit for two of the required Certified Risk Manager (CRM) courses."
RMI 3304,Insurance Operations,0,"Examination of the composition, financial structure, and operations of the insurance industry. Special consideration is given to consumer problems and solutions. For students wishing to earn the Chartered Property and Casualty Underwriter (CPCU) designation, this course prepares students for the CPCU 520 examination."
RMI 3303,Value Analysis in Risk Management and Insurance,0,"Covers the basics of corporate value analysis as used by insurance institutions and in determining premium and actuarial decisions. For students wishing to earn the Chartered Property and Casualty Underwriter (CPCU) designation, this course prepares students for the CPCU 540 examination."
TCOM 4680,Field Experience in Technical Communication,6,"Placement for six hours credit of selected students in jobs involving technical communication within the public or private sector. Jobs may be paid or unpaid. Written reports, conferences with the instructor and other academic work are required."
RMI 3301,Fundamentals of Insurance Planning,0,"Basic principles of life and health insurance and annuities, policy provisions and innovations, and related financial planning. For students wishing to earn the Chartered Financial Consultant (ChFC), Certified Financial Planner (CFP) and Chartered Life Underwriter (CLU) professional designations, and who pass the national exam, course fulfills requirements for HS 311 course."
RMI 3300,Introduction to Risk Management and Insurance,0,"Prerequisite(s): Completion of the common core (42 hours) plus 18 additional hours, and completion, or concurrent enrollment in"
TCOM 4380,Field Experience in Technical Communication,3,"Placement of selected students in jobs involving technical communication within the public or private sector. Jobs may be paid or unpaid. Written reports, conferences with the instructor and other academic work are required."
TCOM 4340,Social Media Writing,3,
TCOM 4339,Video Game Story Writing,3,Study and practice of narrative script writing and associated writing tasks performed by the story writer in the development of video games.
TCOM 4360,Publications Workshop,3,"This course provides students an opportunity to gain hands-on print production experience. Working in the offices of student publications or other appropriate environments, students will write, edit and produce materials for publication, using word processing, graphics and electronic pagination software to prepare camera-ready materials."
TCOM 4323,Feature Writing for Business and Industry,3,Procedures in recognizing ideas and gathering material for feature stories for business and industry; analysis of reader appeal; study of feature story structure; development of style in writing feature stories.
TCOM 4308,"Plain Language in Government, Medical, and Business Writing",3,"Practice in writing of government, medical, and business documents in plain language addressed to the general public."
TCOM 4322,"Editing, Rewriting and Copyreading",3,"Fundamentals of editing for printed and digital media. Studies in clarity, concision, accuracy, grammar and stylebook conventions. Projects include rewriting, copyediting and copy reading documents of varying complexity."
TCOM 4306,Science Writing,3,"The study and practice of documenting, reporting and presenting science in articles, audiovisual scripts, specifications, reports and proposals."
TCOM 3373,Introduction to Advertising,3,"History, theory and basic techniques of advertising, with special emphasis on the use of media in advertising campaigns and message development for media campaigns."
TCOM 4099,Technical Communication  Portfolio,0,"This non-credit course certifies that a degree requirement (submission of a portfolio of samples of the student’s writing) has been fulfilled by a student majoring in the BS in Technical Communication. The student enrolls in ENG 4099 in the semester of anticipated graduation and submits a portfolio of about five writing projects from a range of courses approved for the Technical Communication major. Using guidelines supplied by the degree coordinator, the student provides documentation for each project. The portfolio is graded S for being submitted, or IP for not being submitted. Only a grade of S, certified by the degree coordinator, allows graduation."
TCOM 4318,Advanced Studies in English Grammar and Style,3,"Writers will learn how to manipulate language structure and styles and will analyze the rhetorical implications for interpretation, acceptance, and understanding by various audiences."
TCOM 3371,Public Relations Writing,3,"A study of techniques and methods of public relations in promoting the images of organizations, corporations and institutions, both public and private."
TCOM 3390,Topics in Technology Studies & Strategies,3,Selected topics on the relationship between writing and technology. Students design and produce multimodal projects.
TCOM 3349,Rhetoric of Technology,3,Exploration of theories that explain how the relationship between people and technology shapes the world we live in.
TCOM 3339,Digital Media Theory,3,"An investigation of the history, relevant theories and implications of digital media in civil, social, educational, and/or workplace contexts."
TCOM 3338,Introduction to Usability,3,"Teaches methods for measuring the needs, wants and limitations of users in order to improve the web products that they use."
TCOM 3336,Writing for the Web,3,"An introduction to writing for the web with emphasis on structure, tone, voice, usability and navigation."
TCOM 3334,Writing for Presentation,3,"This course covers writing for the media employed for presentations in business, industry and the professions. Possible course focuses include video scripting, speechwriting and writing for slide and multimedia presentations."
TCOM 3335,Publishing for the Web,3,An introduction to web publishing techniques using web design software. Satisfies a core requirement for technical communication majors.
TCOM 3333,Writing for the Media,3,Study and practice of writing techniques appropriate to print and broadcast media with emphasis on the relevance of these skills to managing media relations.
TCOM 3329,Environmental Writing,3,"Practice in presenting information about environmental issues as addressed by government, industry, private organizations and the mass media."
TCOM 3330,Desktop Publishing,3,"An introduction to desktop publishing, covering specific applications of typography, graphics, layout and presentation, and using desktop publishing software."
TCOM 3328,Documentation and Manuals,3,Application of general rhetorical principles and current theory in document design to the development of procedures manuals and other documentation.
TCOM 3327,Visual Rhetoric and Literacy,3,An introduction to the theories that help us understand and analyze visual communication and use visual technology.
TCOM 3325,Medical Writing,3,"The study and practice of interpreting and incorporating findings and statistical results into clear, comprehensible and well-organized prose."
TCOM 3326,Proposal Writing,3,
TCOM 3318,Studies in English Grammar,3,An intensive survey of the principles and problems of English grammar with emphasis on developing vocabulary and understanding necessary to identify and explain writing choices and errors.
